ProblemType:	CARP
NumberNodes:	2171
NumberEdges:	2459
DepotNodeNumber:	466
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
230	2739	342	343	120	2176	12
231	2740	343	344	30	0	0
232	2741	344	341	40	0	0
233	2742	345	346	149	1369	10
234	2743	347	348	48	935	4
235	2744	348	349	51	1004	5
236	2745	349	350	91	1250	9
237	2746	349	351	13	0	0
238	2766	352	353	55	3706	9
239	2767	353	342	62	323	2
240	2768	342	232	41	1207	6
241	2769	353	354	140	2797	8
242	2770	354	355	63	374	4
243	2774	356	357	37	0	0
244	2775	357	358	33	0	0
245	2776	358	359	217	0	0
246	2777	359	360	120	188	1
247	2778	361	362	103	510	1
248	2779	363	364	66	0	0
249	2780	364	365	57	0	0
250	2782	366	367	220	0	0
251	2783	367	368	440	0	0
252	2785	356	369	46	0	0
253	2786	369	363	63	0	0
254	2787	363	184	105	0	0
255	2788	364	370	117	0	0
256	2789	371	340	46	298	2
257	2790	367	372	42	0	0
258	3995	373	374	53	0	0
259	3997	375	376	45	408	1
260	4122	377	378	43	2227	4
261	4123	378	379	71	2040	2
262	4139	380	381	118	2159	7
263	4140	382	380	57	0	0
264	4141	380	383	58	0	0
265	4145	384	385	104	612	3
266	4146	386	387	86	408	2
267	4189	388	389	62	408	2
268	4190	389	390	65	1258	4
269	4191	391	252	59	0	0
270	4192	392	177	24	0	0
271	4193	177	393	113	1020	5
272	4194	394	393	150	715	4
273	4195	393	395	9	0	0
274	4196	396	397	73	0	0
275	4197	398	399	104	1309	6
276	4198	399	400	72	119	1
277	4269	287	402	45	0	0
278	4291	403	7	268	0	0
279	4296	404	294	65	204	1
280	4297	294	405	150	715	4
281	4300	406	407	32	510	1
282	4303	408	409	146	0	0
283	4304	409	410	251	0	0
284	4305	409	384	206	0	0
285	4306	384	386	82	0	0
286	4320	411	412	103	0	0
287	4321	412	413	30	0	0
288	4330	414	415	220	502	3
289	4331	415	416	482	2058	6
290	4345	412	8	342	0	0
291	4346	417	418	151	94	1
292	4347	418	419	18	0	0
293	4348	45	418	277	0	0
294	4372	420	135	346	204	1
295	4373	421	422	61	187	2
296	4385	423	424	26	119	1
297	4501	425	426	42	0	0
298	4503	402	427	30	94	1
299	4504	428	429	181	204	1
300	4505	430	431	502	188	1
301	4513	432	433	29	596	3
302	4514	433	434	9	0	0
303	4516	434	435	22	204	1
304	4518	436	437	28	0	0
305	4522	350	438	12	0	0
306	4523	438	434	81	282	2
307	4526	439	440	81	7668	14
308	4527	441	442	60	0	0
309	4528	443	441	121	561	4
310	4529	444	445	164	2176	13
311	4530	446	447	75	748	6
312	4531	448	449	179	204	1
313	4532	450	205	270	0	0
314	4533	451	452	90	94	1
315	4534	453	451	14	0	0
316	4535	454	455	29	0	0
317	4536	456	457	110	94	1
318	4537	456	458	126	0	0
319	4538	459	460	42	0	0
320	4540	461	462	16	0	0
321	4541	462	463	194	2389	6
322	4542	464	465	44	0	0
323	4543	465	466	86	1360	5
324	4544	467	468	2	0	0
325	4545	469	470	66	4556	8
326	4546	470	467	37	2822	5
327	4547	471	472	18	680	1
328	4548	473	474	14	204	1
329	4549	474	475	191	7463	29
330	4550	476	477	49	970	6
331	4551	477	478	16	766	4
332	4552	479	480	75	0	0
333	4553	481	482	45	2338	13
334	4554	483	484	43	94	1
335	4555	485	486	38	0	0
336	4556	487	488	55	0	0
337	4557	489	487	40	792	3
338	4559	490	491	72	408	1
339	4560	491	492	34	596	3
340	4561	493	494	30	417	3
341	4573	495	257	41	391	3
342	4576	496	408	497	0	0
343	4577	497	498	45	630	3
344	4578	499	500	33	0	0
345	4579	501	502	15	374	2
346	4580	502	503	54	468	3
347	4581	503	504	83	0	0
348	4583	505	506	253	2679	18
349	4584	507	504	60	468	3
350	4585	508	509	96	1233	6
351	4586	509	507	5	408	1
352	4587	510	511	14	0	0
353	4588	511	512	41	612	2
354	4589	513	514	57	766	4
355	4590	515	516	128	323	2
356	4592	517	518	28	731	3
357	4594	396	519	62	1394	3
358	4595	519	520	19	0	0
359	4596	521	522	98	1190	4
360	4597	523	524	49	672	4
361	4599	494	525	32	391	3
362	4601	526	527	299	204	1
363	4602	528	529	9	204	1
364	4605	530	531	30	800	3
365	4607	532	533	293	298	2
366	4608	534	535	29	510	1
367	4609	536	537	84	3400	5
368	4610	538	536	20	1020	2
369	4611	535	539	50	1530	3
370	4612	539	540	9	0	0
371	4613	541	542	26	1020	2
372	4614	542	538	40	510	1
373	4615	540	543	54	850	2
374	4616	544	545	80	613	4
375	4617	545	546	134	1939	11
376	4618	547	548	48	391	3
377	4620	549	550	29	2806	17
378	4621	551	552	51	468	3
379	4622	553	554	521	0	0
380	4623	555	556	34	587	6
381	4624	557	558	5	0	0
382	4625	559	560	390	0	0
383	4626	431	561	118	0	0
384	4628	562	563	5	0	0
385	4629	564	565	28	188	1
386	4630	565	566	28	282	2
387	4631	566	567	26	188	1
388	4632	568	569	68	0	0
389	4634	570	571	72	282	2
390	4636	572	573	44	376	2
391	4637	574	575	38	282	2
392	4641	576	577	167	0	0
393	4642	577	578	266	281	3
394	4643	579	580	157	2006	7
395	4644	580	581	33	2414	6
396	4645	582	583	135	1514	9
397	4646	584	585	90	1216	8
398	4647	586	584	58	672	4
399	4648	587	588	48	188	1
400	4649	589	590	49	919	5
401	4650	556	591	14	400	4
402	4651	558	592	61	605	4
403	4652	560	593	120	0	0
404	4654	594	595	35	1360	2
405	4655	596	597	53	2814	9
406	4656	597	598	42	1938	5
407	4661	599	600	54	595	4
408	4662	601	600	56	375	3
409	4663	602	603	200	8282	10
410	4665	605	439	91	392	2
411	4666	606	607	3	0	0
412	4668	608	609	16	0	0
413	4669	610	611	281	1020	1
414	4670	612	613	22	204	1
415	4673	614	442	52	94	1
416	4674	615	616	55	0	0
417	4677	617	618	74	5100	5
418	4701	619	620	554	0	0
419	4702	621	622	23	188	1
420	4703	623	624	56	375	3
421	4704	15	625	107	1532	9
422	4705	625	626	65	375	3
423	4706	627	628	133	2024	12
424	4707	629	630	101	1309	8
425	4708	631	632	174	2262	12
426	4709	633	634	66	656	4
427	4710	373	635	158	2788	12
428	4741	636	637	405	408	1
429	4742	420	638	120	204	1
430	4744	639	640	71	119	1
431	4755	641	642	292	0	0
432	4757	642	643	1081	1037	4
433	4758	643	644	110	0	0
434	4759	645	643	840	0	0
435	4761	646	647	15	0	0
436	4762	647	648	22	0	0
437	4763	648	646	22	0	0
438	4785	649	411	115	188	1
439	4786	650	651	131	204	1
440	4787	652	653	20	0	0
441	4788	654	655	28	0	0
442	4789	656	657	106	1224	6
443	4790	658	659	27	910	5
444	4793	660	661	30	782	4
445	4794	662	663	23	188	1
446	4795	664	665	630	0	0
447	4797	666	589	87	1302	5
448	4798	410	553	100	680	1
449	4801	54	667	97	204	1
450	4802	54	668	56	94	1
451	4803	669	670	22	0	0
452	4804	671	672	868	604	5
453	4805	673	669	91	392	2
454	4806	669	674	43	94	1
455	4807	675	668	71	392	2
456	4808	668	670	31	0	0
457	4809	670	676	5	0	0
458	4810	674	672	90	544	2
459	4812	677	678	40	204	1
460	4813	678	330	1091	893	5
461	4814	679	678	113	204	1
462	4839	680	681	29	596	3
463	4840	682	683	131	0	0
464	4841	684	685	81	0	0
465	4843	686	461	28	5848	9
466	4844	687	688	26	0	0
467	4845	689	690	56	596	3
468	4846	691	692	12	0	0
469	4850	681	693	58	469	4
470	4851	661	694	78	561	4
471	4868	695	696	604	0	0
472	4869	697	695	639	298	2
473	4870	40	698	94	391	3
474	4871	39	35	67	119	1
475	4872	699	700	103	2449	8
476	4873	701	702	37	562	3
477	4874	703	701	43	1156	7
478	4875	704	705	380	0	0
479	4876	706	46	20	188	1
480	4877	706	707	43	0	0
481	4878	46	707	19	0	0
482	4879	707	429	33	0	0
483	4881	708	709	38	0	0
484	4882	710	708	560	204	1
485	4996	644	711	370	213	2
486	4997	711	712	164	323	2
487	4998	713	714	506	0	0
488	5000	715	713	573	510	1
489	5001	715	716	350	94	1
490	5002	717	718	164	0	0
491	5003	718	716	51	0	0
492	5052	645	675	219	935	5
493	5146	39	40	13	94	1
494	5147	42	677	63	204	1
495	5234	60	719	163	1735	11
496	5461	326	90	160	596	3
497	5462	720	721	88	119	1
498	5463	67	720	63	511	3
499	5497	722	723	100	0	0
500	5511	724	725	147	0	0
501	5512	726	725	81	0	0
502	5513	328	727	34	0	0
503	5514	727	722	694	1098	6
504	5517	95	728	56	392	2
505	5518	729	730	21	298	2
506	5519	306	731	54	876	5
507	5520	305	732	70	1394	8
508	5521	269	310	143	485	4
509	5522	310	327	68	188	1
510	5542	733	721	81	408	2
511	5543	89	733	31	0	0
512	5600	301	734	58	1020	1
513	5601	89	734	37	0	0
514	5747	28	735	172	188	1
515	5748	312	736	21	238	1
516	5749	727	737	360	612	2
517	5750	737	738	287	0	0
518	5751	737	739	206	119	1
519	5752	740	724	348	680	1
520	5754	332	713	544	94	1
521	5871	646	717	523	408	1
522	5872	648	667	953	0	0
523	5892	741	695	560	391	3
524	5925	332	742	209	204	1
525	5928	743	744	164	94	1
526	5931	696	745	129	204	1
527	5935	679	746	429	0	0
528	5936	746	747	484	94	1
529	5937	746	748	247	204	1
530	5938	741	37	8	0	0
531	5995	749	750	90	1463	8
532	5996	751	689	19	408	1
533	5997	752	753	63	655	5
534	5998	754	755	26	375	3
535	5999	755	756	27	782	3
536	6000	757	758	31	740	3
537	6001	758	759	26	706	4
538	6002	760	761	34	748	4
539	6003	762	763	40	417	3
540	6004	763	764	88	0	0
541	6005	764	383	78	298	2
542	6006	764	765	125	1139	7
543	6007	765	766	10	188	1
544	6008	767	763	59	944	5
545	6009	763	768	48	834	5
546	6010	769	770	145	1930	13
547	6011	684	771	72	408	2
548	6012	771	772	103	986	4
549	6013	772	770	21	188	1
550	6014	770	773	70	281	3
551	6015	774	775	67	187	2
552	6016	552	776	55	0	0
553	6017	777	778	21	724	4
554	6018	778	779	35	238	1
555	6019	780	781	71	969	6
556	6020	725	313	153	94	1
557	6022	302	782	40	408	2
558	6038	275	783	555	0	0
559	6039	783	784	389	0	0
560	6040	784	554	89	0	0
561	6041	382	685	244	0	0
562	6042	769	785	104	0	0
563	6043	785	786	103	0	0
564	6044	787	273	665	0	0
565	6045	788	789	16	0	0
566	6046	789	80	133	94	1
567	6048	790	789	49	0	0
568	6049	791	788	140	0	0
569	6050	788	790	44	0	0
570	6051	790	792	124	94	1
571	6052	793	794	231	0	0
572	6053	793	795	268	391	3
573	6054	796	791	72	0	0
574	6055	791	797	735	0	0
575	6056	798	799	62	94	1
576	6059	740	28	148	0	0
577	6068	337	800	274	408	2
578	6069	801	711	44	0	0
579	6072	83	714	230	0	0
580	6073	714	802	523	94	1
581	6074	714	23	117	188	1
582	6075	802	803	197	0	0
583	6077	804	805	41	408	1
584	6086	806	463	28	0	0
585	6091	674	676	41	94	1
586	6092	676	667	91	94	1
587	6093	679	671	824	0	0
588	6094	647	671	600	204	1
589	6099	807	476	66	2100	7
590	6101	808	476	50	510	4
591	6102	809	810	55	1914	5
592	6103	472	524	57	2669	9
593	6104	811	812	181	2475	13
594	6105	813	814	158	1972	11
595	6106	480	815	64	0	0
596	6107	480	816	65	0	0
597	6108	816	817	69	3511	6
598	6109	818	469	21	1318	3
599	6110	819	820	8	0	0
600	6111	820	821	77	2849	6
601	6112	822	823	105	4438	14
602	6113	823	824	49	1744	8
603	6115	489	825	146	3019	11
604	6116	825	826	49	596	3
605	6117	827	490	167	1377	10
606	6118	828	829	64	332	2
607	6119	830	831	22	119	1
608	6120	832	833	97	816	2
609	6121	833	834	23	0	0
610	6122	835	836	95	885	7
611	6123	837	838	24	204	1
612	6125	839	398	12	0	0
613	6126	840	841	14	0	0
614	6137	828	842	115	3240	18
615	6138	466	843	101	1438	6
616	6139	843	686	96	4080	4
617	6140	699	844	50	2414	7
618	6141	845	838	293	4753	26
619	6142	846	847	225	4243	22
620	6143	812	848	92	2049	11
621	6144	848	835	15	282	2
622	6145	849	850	303	3111	18
623	6146	848	851	208	3002	18
624	6147	851	852	39	442	3
625	6148	839	853	29	774	2
626	6149	854	855	15	2040	2
627	6150	855	856	47	486	3
628	6151	857	858	62	204	1
629	6152	858	859	16	0	0
630	6153	655	860	75	94	1
631	6154	861	862	61	2448	3
632	6155	863	686	70	6410	10
633	6156	864	865	42	1343	3
634	6157	865	866	153	2168	14
635	6158	844	867	50	1633	11
636	6159	867	459	24	1913	6
637	6160	868	869	33	408	1
638	6161	862	839	46	94	1
639	6163	870	871	30	0	0
640	6174	872	873	34	375	3
641	6175	873	874	50	1004	5
642	6176	875	876	53	799	5
643	6177	876	877	32	672	4
644	6178	878	879	52	808	6
645	6179	880	881	38	970	5
646	6180	882	883	41	1378	6
647	6181	567	884	26	1216	9
648	6182	885	886	27	1029	7
649	6183	887	888	50	673	5
650	6184	889	890	61	0	0
651	6186	891	892	53	0	0
652	6187	892	893	37	2550	5
653	6188	894	895	61	510	4
654	6189	601	896	68	1148	7
655	6190	600	897	66	1081	6
656	6191	599	898	64	783	5
657	6192	899	900	43	0	0
658	6193	599	901	139	2508	12
659	6194	902	903	57	4080	4
660	6195	904	905	33	281	3
661	6196	905	906	43	655	7
662	6197	906	246	35	0	0
663	6198	907	248	116	2220	13
664	6199	908	909	61	0	0
665	6200	909	910	74	0	0
666	6201	910	911	44	408	2
667	6202	246	907	87	1157	6
668	6203	907	912	86	281	3
669	6219	885	913	16	0	0
670	6220	914	915	87	0	0
671	6221	916	917	231	2619	16
672	6222	917	918	23	0	0
673	6223	919	916	109	783	5
674	6224	916	920	63	698	5
675	6225	920	921	18	187	2
676	6226	921	922	78	689	5
677	6227	922	923	22	282	2
678	6228	923	924	56	1020	4
679	6229	924	925	87	1421	7
680	6230	926	927	124	8859	14
681	6231	927	928	26	0	0
682	6232	928	929	98	544	4
683	6233	929	930	54	188	1
684	6234	930	931	21	0	0
685	6235	932	933	100	672	6
686	6236	826	934	25	510	4
687	6237	922	935	239	2882	16
688	6238	936	924	230	2924	16
689	6239	925	937	219	3894	21
690	6240	351	899	67	791	5
691	6241	899	938	102	893	6
692	6242	938	939	58	0	0
693	6243	939	940	60	0	0
694	6244	929	443	162	885	5
695	6245	880	882	17	0	0
696	6246	445	941	45	213	2
697	6255	313	724	134	0	0
698	6258	944	908	240	3988	23
699	6259	908	945	35	646	3
700	6260	442	946	51	511	3
701	6261	946	927	252	3750	17
702	6262	241	238	38	0	0
703	6263	919	947	45	596	3
704	6264	947	948	43	646	2
705	6265	949	238	77	800	7
706	6266	950	932	111	0	0
707	6267	932	951	43	0	0
708	6268	952	953	59	0	0
709	6269	953	954	38	0	0
710	6270	954	955	53	94	1
711	6271	955	956	26	94	1
712	6272	957	876	65	188	1
713	6273	876	873	105	374	2
714	6274	958	902	27	0	0
715	6275	902	959	50	94	1
716	6276	959	960	27	0	0
717	6277	960	961	23	0	0
718	6278	961	962	52	188	1
719	6279	963	964	79	0	0
720	6280	965	966	122	1777	6
721	6281	950	967	48	1080	5
722	6282	967	968	56	1080	6
723	6283	968	241	75	1599	9
724	6284	969	970	61	1394	6
725	6286	749	694	56	188	1
726	6287	694	970	20	0	0
727	6288	970	971	48	238	1
728	6289	971	781	12	0	0
729	6290	781	779	11	0	0
730	6291	779	972	47	282	2
731	6293	973	752	7	0	0
732	6294	752	588	50	0	0
733	6295	588	974	90	1302	6
734	6296	973	751	27	0	0
735	6297	751	975	31	1513	6
736	6298	758	976	45	0	0
737	6299	758	530	77	408	2
738	6300	530	755	88	578	3
739	6301	977	530	33	238	1
740	6302	666	978	38	562	3
741	6303	979	980	111	0	0
742	6304	760	666	77	94	1
743	6305	981	982	58	281	3
744	6306	979	976	107	0	0
745	6307	979	784	82	0	0
746	6308	983	984	420	298	2
747	6309	984	985	90	0	0
748	6310	985	277	173	0	0
749	6311	797	111	1240	0	0
750	6313	797	25	473	0	0
751	6314	799	986	264	391	3
752	6315	986	987	132	0	0
753	6316	797	987	97	0	0
754	6317	987	988	661	1004	5
755	6318	988	989	393	374	2
756	6319	801	990	299	731	4
757	6321	991	992	96	188	1
758	6323	993	992	66	408	1
759	6324	982	394	59	613	4
760	6326	994	83	830	0	0
761	6327	994	713	979	0	0
762	6328	994	995	192	656	4
763	6329	995	996	118	0	0
764	6330	996	554	288	0	0
765	6331	787	997	377	1267	8
766	6332	997	991	53	408	1
767	6333	806	998	27	94	1
768	6334	472	999	47	2040	2
769	6335	655	1000	95	578	3
770	6340	989	336	246	94	1
771	6352	868	825	78	1615	6
772	6353	825	865	57	936	5
773	6354	1001	1002	31	1863	9
774	6355	850	1003	56	714	5
775	6356	819	809	73	1556	5
776	6357	400	1004	13	0	0
777	6358	1005	861	67	1224	3
778	6359	520	463	44	1224	4
779	6361	1006	519	16	0	0
780	6362	466	699	64	765	4
781	6363	1007	817	15	0	0
782	6364	821	1008	69	417	3
783	6365	821	807	49	2007	9
784	6366	807	854	19	0	0
785	6367	1008	840	74	1098	6
786	6368	1009	1006	48	2040	2
787	6369	1010	1011	77	4284	6
788	6370	1012	1013	16	3128	4
789	6371	1013	857	84	4174	7
790	6372	1011	1012	48	374	2
791	6373	152	858	33	0	0
792	6375	475	1014	20	0	0
793	6376	1014	1015	77	17710	17
794	6377	1016	1017	13	119	1
795	6378	1017	1001	96	1641	10
796	6379	1001	1018	53	1531	6
797	6380	281	1019	63	0	0
798	6381	484	828	9	0	0
799	6383	354	1020	122	621	4
800	6384	1020	1021	20	0	0
801	6385	1021	368	18	0	0
802	6386	343	1022	19	94	1
803	6387	1022	1023	134	3723	17
804	6388	1023	1024	34	0	0
805	6389	1025	1023	39	621	3
806	6393	1026	339	84	1021	6
807	6394	1027	345	32	282	2
808	6395	345	338	81	493	3
809	6396	437	1028	51	510	1
810	6410	360	1029	200	0	0
811	6411	1030	357	119	0	0
812	6413	344	1031	50	748	4
813	6416	363	1024	20	0	0
814	6418	151	229	60	94	1
815	6419	1032	1033	147	596	2
816	6420	657	1034	54	486	3
817	6421	1035	1036	54	816	4
818	6422	1037	1038	107	1581	9
819	6423	1039	1040	127	1956	11
820	6424	1041	1042	77	1896	8
821	6425	1043	1044	38	442	3
822	6426	1045	592	37	706	3
823	6427	1046	1047	33	706	4
824	6428	1048	1049	36	417	3
825	6429	1024	1050	110	3741	20
826	6430	1050	352	30	587	4
827	6431	1051	1052	36	332	2
828	6433	1053	1054	90	0	0
829	6434	1055	1056	64	1097	7
830	6435	1057	1058	64	1064	5
831	6436	1059	1060	62	1336	6
832	6437	1061	1062	35	613	4
833	6438	1062	1063	36	690	4
834	6439	1064	1065	34	561	4
835	6440	1065	1066	34	766	4
836	6655	1067	1068	141	2398	12
837	6656	1068	544	79	690	4
838	6657	544	1069	117	1258	8
839	6659	1070	1071	33	3060	3
840	6660	1072	1073	76	0	0
841	6661	1072	1074	54	0	0
842	6663	1075	1076	71	188	1
843	6664	1076	1077	92	408	1
844	6665	1078	1079	102	0	0
845	6666	1079	1080	53	0	0
846	6667	1080	1081	48	0	0
847	6668	1081	1082	60	204	1
848	6669	1083	1016	79	1183	6
849	6670	1084	505	29	0	0
850	6671	1085	1086	30	0	0
851	6672	1087	1088	20	0	0
852	6676	1089	446	34	94	1
853	6677	1090	1091	38	94	1
854	6678	1091	1084	64	690	3
855	6679	1085	1092	48	3758	5
856	6680	1093	1094	138	204	1
857	6681	1094	1095	196	1275	4
858	6682	1095	1096	206	792	6
859	6684	1097	1098	67	282	2
860	6685	1098	1099	137	604	2
861	6687	604	1100	159	0	0
862	6688	1101	1102	78	0	0
863	6689	1102	1103	21	0	0
864	6690	1103	1104	87	188	1
865	6691	1105	1106	184	0	0
866	6692	1106	1107	236	204	1
867	6693	1107	1108	29	0	0
868	6694	1106	1109	94	2040	2
869	6875	1110	1069	115	0	0
870	6876	1069	1111	106	0	0
871	6878	1111	1112	4	0	0
872	6881	1113	1114	194	1913	15
873	6882	1091	662	80	502	2
874	6883	663	1113	46	408	1
875	6884	1115	1116	19	238	1
876	6885	1117	1118	85	578	3
877	6886	1118	196	106	298	2
878	6887	196	1119	164	0	0
879	6889	933	1120	48	486	3
880	6890	1120	240	51	562	3
881	6891	935	1101	177	1948	14
882	6892	1102	1121	107	1667	10
883	6893	1121	936	99	1268	9
884	6894	937	1104	243	3638	23
885	6896	240	1100	35	0	0
886	6911	1123	586	435	188	1
887	6912	1118	1115	22	0	0
888	6913	1115	195	43	0	0
889	6915	1097	1095	100	94	1
890	6916	1095	1105	89	0	0
891	6917	227	603	87	0	0
892	6918	227	1124	319	94	1
