ProblemType:	CARP
NumberNodes:	191
NumberEdges:	267
DepotNodeNumber:	95
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
93	506	11	102	116	0	0
94	507	103	111	115	0	0
95	508	108	26	153	2218	16
96	509	104	33	190	9459	12
97	510	33	112	95	816	4
98	511	109	12	88	0	0
99	512	112	110	120	1345	10
100	513	17	113	67	25062	12
101	514	113	114	25	0	0
102	515	23	115	8	6757	7
103	516	114	116	37	437	3
104	517	117	20	57	4165	4
105	521	118	63	156	18632	26
106	523	20	103	87	0	0
107	525	60	23	87	6208	2
108	526	119	120	44	0	0
109	527	120	60	28	0	0
110	528	63	119	35	15088	16
111	529	56	118	7	0	0
112	530	2	121	81	1632	8
113	531	116	122	11	0	0
114	532	122	2	102	7504	11
115	533	123	56	81	0	0
116	534	115	17	105	12920	13
117	535	121	124	92	9335	27
118	568	74	125	76	16495	18
119	573	126	5	60	17391	8
120	580	127	99	231	0	0
121	581	123	127	128	18120	16
122	582	103	123	8	0	0
123	583	128	123	116	0	0
124	585	21	111	62	10849	12
125	598	102	127	8	0	0
126	691	129	30	87	0	0
127	696	13	130	85	1700	1
128	713	104	13	12	0	0
129	770	131	31	142	17456	68
130	771	31	132	147	1360	6
131	773	133	31	103	0	0
132	775	134	135	70	918	4
133	776	136	134	11	0	0
134	777	89	137	236	29404	68
135	778	137	138	13	1180	7
136	779	32	139	171	942	6
137	780	140	32	102	1224	6
138	781	136	140	99	2030	12
139	782	138	135	85	4104	21
140	789	141	44	140	24834	8
141	790	142	43	141	2282	17
142	791	44	143	103	28160	14
143	792	144	145	90	1020	4
144	793	43	146	99	1780	13
145	794	143	147	110	0	0
146	795	146	147	101	968	8
147	796	141	145	7	0	0
148	797	98	101	86	19439	25
149	798	133	129	103	17472	28
150	799	141	133	226	30354	43
151	800	101	148	104	5134	30
152	801	148	142	180	8194	51
153	802	145	142	6	0	0
154	803	100	39	83	8976	11
155	804	39	46	150	8160	8
156	805	46	147	148	21977	27
157	806	42	149	115	1812	14
158	807	148	42	69	3944	26
159	808	150	151	73	2896	20
160	809	149	45	40	918	6
161	810	143	131	232	23878	36
162	811	40	149	109	7240	34
163	812	45	151	75	1844	16
164	813	151	146	74	1954	14
165	814	96	40	88	16949	21
166	815	152	52	100	4080	2
167	816	52	48	104	8840	7
168	817	84	152	81	0	0
169	818	152	47	109	13430	12
170	819	153	152	105	12240	9
171	820	47	154	92	4114	7
172	821	49	77	54	0	0
173	822	100	153	88	0	0
174	823	153	51	116	21012	16
175	824	51	49	135	0	0
176	825	77	124	115	9027	13
177	826	0	155	162	18841	37
178	827	0	49	100	19655	36
179	828	156	157	120	934	8
180	829	158	159	87	4015	27
181	830	156	158	10	0	0
182	831	2	156	91	3832	20
183	832	160	121	105	0	0
184	835	122	161	235	10220	81
185	836	161	162	96	2588	19
186	837	159	160	181	9833	64
187	838	163	159	72	3016	16
188	839	161	163	18	0	0
189	840	155	116	123	17385	20
190	841	53	155	250	12684	77
191	842	97	53	79	16337	15
192	847	165	166	15	0	0
193	848	167	165	64	0	0
194	849	58	168	84	0	0
195	850	168	167	79	16305	11
196	851	94	167	197	14654	14
197	852	167	63	191	26283	17
198	853	169	170	49	24008	56
199	854	168	169	115	15219	13
200	855	86	168	160	27446	19
201	856	127	55	75	24742	30
202	857	55	169	83	0	0
203	858	95	59	78	904	7
204	859	166	22	8	874	6
205	860	24	165	14	0	0
206	861	59	24	140	19579	26
207	862	166	120	165	18021	39
208	863	19	3	131	31715	46
209	864	3	8	129	24081	24
210	868	118	171	127	28825	51
211	869	172	29	142	6199	34
212	870	29	173	108	4690	20
213	871	93	172	85	14848	15
214	872	66	174	26	510	2
215	873	140	174	49	398	4
216	874	112	106	29	0	0
217	875	174	65	23	0	0
218	876	66	112	67	1308	8
219	877	106	175	106	19416	36
220	878	95	176	85	3740	1
221	879	177	144	39	0	0
222	880	176	177	247	4870	27
223	882	175	35	76	0	0
224	883	144	175	81	0	0
225	884	178	179	82	1822	11
226	885	28	178	77	2616	18
227	886	27	178	81	1006	7
228	887	180	28	87	2880	11
229	888	181	91	85	0	0
230	889	87	182	85	2040	2
231	890	109	105	27	0	0
232	891	183	176	72	17288	21
233	892	183	94	85	0	0
234	893	92	184	85	0	0
235	894	182	181	44	1578	9
236	895	105	182	62	1428	5
237	896	172	109	93	2625	11
238	897	181	180	74	1384	8
239	898	183	184	18	0	0
240	899	184	180	3	0	0
241	900	110	108	27	0	0
242	901	179	177	63	437	3
243	902	108	179	93	398	4
244	903	107	144	140	0	0
245	904	67	173	29	612	4
246	905	185	135	70	4886	17
247	906	186	187	88	5372	26
248	908	67	110	80	1564	8
249	910	135	173	73	1282	8
250	911	187	185	102	4245	28
251	912	70	72	69	3926	21
252	913	188	138	75	3230	16
253	914	72	188	38	1385	8
254	915	188	137	63	408	2
255	916	88	69	76	9893	35
256	917	69	70	71	3264	16
257	928	189	134	110	11220	7
258	929	189	190	34	7225	6
259	930	164	117	263	21310	26
260	933	111	128	8	0	0
261	934	128	171	86	25604	18
262	-1	157	158	1	0	0
263	-2	162	163	1	0	0
264	-3	62	5	69	0	0
265	-4	104	129	140	0	0
266	-5	164	89	72	0	0
END
-----------------------------------------
InputUsedToGenerateTheGraph:
County:	Frederiksberg
CenterNodeId:	478
Radius:	1000
HouseTypes:	Normal	Summer	Apartment
NumberOfWasteFractions: 5
IntervalsForWasteFraction:	general	2.3	3.5	7.0
IntervalsForWasteFraction:	glass	7.0	14.0	21.0	28.0
IntervalsForWasteFraction:	metal	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	plastic	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	Organic	28.0
-----------------------------------------


