ProblemType:	CARP
NumberNodes:	268
NumberEdges:	305
DepotNodeNumber:	30
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
153	7456	189	50	34	578	3
154	7457	23	48	112	5407	18
155	7458	167	14	66	1624	11
156	7459	168	166	29	1122	4
157	7607	59	190	23	0	0
158	7608	190	28	88	536	3
159	7702	184	190	16	0	0
160	7744	126	14	49	1394	3
161	7804	40	79	31	374	2
162	7805	43	79	30	188	1
163	7806	192	193	10	204	1
164	7821	147	123	21	408	1
165	7822	194	25	35	340	1
166	7823	134	194	179	9922	28
167	7824	195	101	80	375	3
168	7825	28	183	48	0	0
169	7937	13	196	46	94	1
170	7938	196	197	15	204	1
171	7939	46	198	6	0	0
172	7941	49	15	93	2228	3
173	7984	199	200	20	0	0
174	7985	199	116	58	612	2
175	8094	197	9	53	519	4
176	8095	9	5	5	0	0
177	8104	161	11	31	323	2
178	8105	11	10	49	748	6
179	8106	97	2	72	0	0
180	8119	162	201	37	486	3
181	8219	83	202	11	0	0
182	8220	202	124	41	867	5
183	8265	136	70	68	188	1
184	8276	120	203	17	0	0
185	8356	145	194	9	0	0
186	8484	22	128	79	3656	5
187	8485	153	22	17	0	0
188	9656	158	204	44	1224	3
189	9657	5	205	23	400	4
190	9658	151	206	31	2577	12
191	9659	54	207	33	486	3
192	9665	53	163	22	298	2
193	9666	163	159	63	894	5
194	9667	159	208	6	408	1
195	9668	209	210	7	0	0
196	9669	210	211	44	1020	1
197	9703	1	212	73	3876	5
198	9761	1	20	20	0	0
199	9791	213	157	56	520	3
200	9792	213	214	116	1870	11
201	9793	158	215	154	1880	11
202	9794	10	4	37	595	4
203	9795	4	216	32	187	2
204	9796	160	13	24	94	1
205	9797	197	217	53	282	2
206	9798	209	54	40	0	0
207	9940	178	155	80	1531	7
208	10001	218	219	92	0	0
209	10002	219	154	50	0	0
210	10123	220	221	43	3060	3
211	10126	169	170	15	0	0
212	10149	119	174	191	0	0
213	10150	222	223	65	8064	36
214	10151	224	222	16	0	0
215	10152	225	226	85	2856	10
216	10153	66	61	38	1726	5
217	10154	149	66	46	0	0
218	10156	227	172	44	238	1
219	10157	88	228	30	714	2
220	10160	76	229	133	6920	13
221	10161	80	230	130	4080	4
222	10365	18	183	80	0	0
223	10366	82	112	120	0	0
224	10368	191	231	45	2040	2
225	10369	232	233	18	94	1
226	10371	234	235	29	2040	2
227	10391	171	236	16	188	1
228	10392	236	169	15	0	0
229	10567	129	132	30	2244	5
230	10568	131	237	7	204	1
231	10571	173	238	32	1055	6
232	10572	238	171	42	0	0
233	10573	208	239	6	0	0
234	10574	240	192	25	681	6
235	10577	211	241	42	94	1
236	10596	91	17	44	0	0
237	10630	222	242	27	0	0
238	10636	68	144	52	4658	16
239	10637	224	243	30	0	0
240	10639	244	152	70	766	4
241	10696	101	104	125	766	4
242	10709	120	245	36	596	3
243	10715	35	246	40	1020	1
244	10716	247	248	40	1020	1
245	10717	24	249	61	4080	4
246	10738	180	195	117	0	0
247	10767	34	250	23	748	4
248	10768	250	251	25	510	1
249	10769	82	247	33	1020	1
250	10770	247	236	53	0	0
251	10772	248	167	102	0	0
252	10854	162	252	39	187	2
253	10857	219	253	129	1454	9
254	10858	253	156	116	1565	8
255	10859	154	89	38	0	0
256	10861	89	254	95	1089	7
257	10862	254	179	126	1931	11
258	10863	218	176	29	94	1
259	11069	46	104	39	0	0
260	11110	209	239	62	282	2
261	11112	116	142	70	1871	6
262	11418	200	78	52	2040	6
263	11420	156	180	90	0	0
264	11425	110	94	43	2040	2
265	11426	32	93	33	2636	4
266	11427	109	255	69	3188	9
267	11428	255	232	44	1522	7
268	11429	232	143	26	970	4
269	11430	143	234	62	0	0
270	11431	234	33	15	0	0
271	11432	92	60	29	0	0
272	11433	60	256	27	596	2
273	11434	92	134	69	791	4
274	11435	41	191	126	2040	2
275	11437	220	257	13	0	0
276	11441	152	69	31	282	2
277	11494	203	121	59	698	2
278	11545	200	258	63	0	0
279	11546	258	259	50	1496	8
280	11548	77	86	43	562	3
281	11549	39	87	69	2645	11
282	11550	88	35	35	468	3
283	11551	135	148	20	2040	2
284	11552	243	149	99	282	2
285	11553	257	225	79	680	1
286	11554	225	224	9	0	0
287	11555	242	260	110	4080	4
288	11652	165	261	22	1020	1
289	11653	261	200	6	0	0
290	11662	160	262	28	187	2
291	11663	262	63	25	374	4
292	11691	161	263	31	1140	7
293	11692	263	240	48	1310	11
294	11693	158	264	2	0	0
295	11694	264	160	64	187	2
296	11698	198	265	41	1020	1
297	11712	265	266	65	596	2
298	11713	266	51	18	0	0
299	11853	185	267	360	1224	2
300	-1	16	153	1	0	0
301	-3	96	220	32	0	0
302	-4	191	142	74	0	0
303	-5	108	14	186	0	0
304	-6	96	144	73	0	0
END
-----------------------------------------
InputUsedToGenerateTheGraph:
County:	Norddjurs
CenterNodeId:	5303
Radius:	800
HouseTypes:	Normal	Summer	Apartment
NumberOfWasteFractions: 1
IntervalsForWasteFraction:	general	3.5	7.0	14.0
-----------------------------------------


